species,decimallongitude,decimallatitude
Ochotona_princeps,-105.800564,39.694431
Ochotona_princeps,-105.774925,35.79665833
Ochotona_princeps,-105.7338955,40.4324813
Ochotona_princeps,-105.71972,39.4575
Ochotona_princeps,-105.6831856,39.93296889
Ochotona_princeps,-105.644173,35.962502
Ochotona_princeps,-105.64278,39.5885941
Ochotona_princeps,-105.6158335,40.0988747
Ochotona_princeps,-105.5355347,37.936808
Ochotona_princeps,-105.5102905,39.9613749
Ochotona_princeps,-105.5014889,36.62005833
Ochotona_princeps,-105.493494,36.77441304
Ochotona_princeps,-105.416389,36.556667
Ochotona_princeps,-105.101782,37.92802
Ochotona_princeps,-105.0439003,38.8405422
