"","gbifID","abstract","accessRights","accrualMethod","accrualPeriodicity","accrualPolicy","alternative","audience","available","bibliographicCitation","conformsTo","contributor","coverage","created","creator","date","dateAccepted","dateCopyrighted","dateSubmitted","description","educationLevel","extent","format","hasFormat","hasPart","hasVersion","identifier","instructionalMethod","isFormatOf","isPartOf","isReferencedBy","isReplacedBy","isRequiredBy","isVersionOf","issued","language","license","mediator","medium","modified","provenance","publisher","references","relation","replaces","requires","rights","rightsHolder","source","spatial","subject","tableOfContents","temporal","title","type","valid","institutionID","collectionID","datasetID","institutionCode","collectionCode","datasetName","ownerInstitutionCode","basisOfRecord","informationWithheld","dataGeneralizations","dynamicProperties","occurrenceID","catalogNumber","recordNumber","recordedBy","individualCount","organismQuantity","organismQuantityType","sex","lifeStage","reproductiveCondition","behavior","establishmentMeans","occurrenceStatus","preparations","disposition","associatedReferences","associatedSequences","associatedTaxa","otherCatalogNumbers","occurrenceRemarks","organismID","organismName","organismScope","associatedOccurrences","associatedOrganisms","previousIdentifications","organismRemarks","materialSampleID","eventID","parentEventID","fieldNumber","eventDate","eventTime","startDayOfYear","endDayOfYear","year","month","day","verbatimEventDate","habitat","samplingProtocol","samplingEffort","sampleSizeValue","sampleSizeUnit","fieldNotes","eventRemarks","locationID","higherGeographyID","higherGeography","continent","waterBody","islandGroup","island","countryCode","stateProvince","county","municipality","locality","verbatimLocality","verbatimElevation","verbatimDepth","minimumDistanceAboveSurfaceInMeters","maximumDistanceAboveSurfaceInMeters","locationAccordingTo","locationRemarks","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","coordinatePrecision","pointRadiusSpatialFit","verbatimCoordinateSystem","verbatimSRS","footprintWKT","footprintSRS","footprintSpatialFit","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceSources","georeferenceVerificationStatus","georeferenceRemarks","geologicalContextID","earliestEonOrLowestEonothem","latestEonOrHighestEonothem","earliestEraOrLowestErathem","latestEraOrHighestErathem","earliestPeriodOrLowestSystem","latestPeriodOrHighestSystem","earliestEpochOrLowestSeries","latestEpochOrHighestSeries","earliestAgeOrLowestStage","latestAgeOrHighestStage","lowestBiostratigraphicZone","highestBiostratigraphicZone","lithostratigraphicTerms","group","formation","member","bed","identificationID","identificationQualifier","typeStatus","identifiedBy","dateIdentified","identificationReferences","identificationVerificationStatus","identificationRemarks","taxonID","scientificNameID","acceptedNameUsageID","parentNameUsageID","originalNameUsageID","nameAccordingToID","namePublishedInID","taxonConceptID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","higherClassification","kingdom","phylum","class","order","family","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","verbatimTaxonRank","vernacularName","nomenclaturalCode","taxonomicStatus","nomenclaturalStatus","taxonRemarks","datasetKey","publishingCountry","lastInterpreted","elevation","elevationAccuracy","depth","depthAccuracy","distanceAboveSurface","distanceAboveSurfaceAccuracy","issue","mediaType","hasCoordinate","hasGeospatialIssues","taxonKey","acceptedTaxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","subgenusKey","speciesKey","species","genericName","acceptedScientificName","verbatimScientificName","typifiedName","protocol","lastParsed","lastCrawled","repatriated","relativeOrganismQuantity","recordedByID","identifiedByID"
"989",1698129133,NA,"http://vertnet.org/resources/norms.html",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pbdb:occ:199845",NA,NA,NA,NA,NA,NA,NA,NA,"en","CC_BY_NC_4_0",NA,NA,"2017-10-27T00:00:00Z",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"Text",NA,"","20636","","PBDB","20636","Rock Springs (Pleistocene)","","FOSSIL_SPECIMEN","",NA,"{""geogscale"":""outcrop"" }","pbdb:occ:199845","","","Webb | H. J. Gut, J. Mann, J. Todd, G. Lintner",NA,NA,NA,"","","",NA,"","present","","","S. D. Webb. 1974. Chronology of Florida Pleistocene mammals.  In S. D. Webb (ed.), Pleistocene Mammals of Florida",NA,NA,"","","",NA,NA,NA,NA,"Trichechus manatus",NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,"discovered in 1939","","general faunal/floral","",NA,NA,"","","",NA,"| US | Florida | Orange |  |  |  |","NORTH_AMERICA","","","","US","Florida","Orange",NA,"6 km S of Mt. Plymouth ""6 miles north of Apopka, Orange County... north-central portion of section 15, T. 20 S., R. 28 E... from Rock Spring Run within 200 yards of the source"" according to Woolfenden 1959 (coordinate based on Rock Springs Run)","US | Florida | Orange",NA,NA,NA,NA,"","",28.716667,-81.449997,NA,0.0166667,NA,"",NA,"",NA,NA,"","","","","requires verification","based on nearby landmark",NA,NA,NA,"","","","","","","Late Pleistocene",NA,"","","stratigraphic comments:said to be Sangamonian | lithostratigraphic description:""bone-bearing, argillaceous sands represent an old channel fill overlying the Ocala limestone, which is exposed in portions of the stream bed"" (Woolfenden 1959) | lithology1:sa","","",NA,NA,NA,"","","","",NA,"","","53129","",NA,NA,NA,NA,NA,53129,"Trichechus manatus Linnaeus, 1758",NA,NA,NA,"",NA,1974,"Chordata | Mammalia | Sirenia | Trichechidae | Trichechus","Animalia","Chordata","Mammalia","Sirenia","Trichechidae","Trichechus",NA,"manatus","","SPECIES","species","","ICZN","ACCEPTED",NA,"","bb5b30b4-827e-4d5e-a86a-825d65cb6583","US","2020-06-08T18:13:20.385Z",NA,NA,NA,NA,NA,NA,"","","true","false",2435296,2435296,1,44,359,802,9463,2435291,NA,2435296,"Trichechus manatus","Trichechus","Trichechus manatus Linnaeus, 1758","Trichechus manatus Linnaeus 1758",NA,"DWC_ARCHIVE","2020-06-08T18:13:20.385Z","2020-06-02T11:20:25.898Z","false",NA,"",""
