"","gbifID","abstract","accessRights","accrualMethod","accrualPeriodicity","accrualPolicy","alternative","audience","available","bibliographicCitation","conformsTo","contributor","coverage","created","creator","date","dateAccepted","dateCopyrighted","dateSubmitted","description","educationLevel","extent","format","hasFormat","hasPart","hasVersion","identifier","instructionalMethod","isFormatOf","isPartOf","isReferencedBy","isReplacedBy","isRequiredBy","isVersionOf","issued","language","license","mediator","medium","modified","provenance","publisher","references","relation","replaces","requires","rights","rightsHolder","source","spatial","subject","tableOfContents","temporal","title","type","valid","institutionID","collectionID","datasetID","institutionCode","collectionCode","datasetName","ownerInstitutionCode","basisOfRecord","informationWithheld","dataGeneralizations","dynamicProperties","occurrenceID","catalogNumber","recordNumber","recordedBy","individualCount","organismQuantity","organismQuantityType","sex","lifeStage","reproductiveCondition","behavior","establishmentMeans","occurrenceStatus","preparations","disposition","associatedReferences","associatedSequences","associatedTaxa","otherCatalogNumbers","occurrenceRemarks","organismID","organismName","organismScope","associatedOccurrences","associatedOrganisms","previousIdentifications","organismRemarks","materialSampleID","eventID","parentEventID","fieldNumber","eventDate","eventTime","startDayOfYear","endDayOfYear","year","month","day","verbatimEventDate","habitat","samplingProtocol","samplingEffort","sampleSizeValue","sampleSizeUnit","fieldNotes","eventRemarks","locationID","higherGeographyID","higherGeography","continent","waterBody","islandGroup","island","countryCode","stateProvince","county","municipality","locality","verbatimLocality","verbatimElevation","verbatimDepth","minimumDistanceAboveSurfaceInMeters","maximumDistanceAboveSurfaceInMeters","locationAccordingTo","locationRemarks","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","coordinatePrecision","pointRadiusSpatialFit","verbatimCoordinateSystem","verbatimSRS","footprintWKT","footprintSRS","footprintSpatialFit","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceSources","georeferenceVerificationStatus","georeferenceRemarks","geologicalContextID","earliestEonOrLowestEonothem","latestEonOrHighestEonothem","earliestEraOrLowestErathem","latestEraOrHighestErathem","earliestPeriodOrLowestSystem","latestPeriodOrHighestSystem","earliestEpochOrLowestSeries","latestEpochOrHighestSeries","earliestAgeOrLowestStage","latestAgeOrHighestStage","lowestBiostratigraphicZone","highestBiostratigraphicZone","lithostratigraphicTerms","group","formation","member","bed","identificationID","identificationQualifier","typeStatus","identifiedBy","dateIdentified","identificationReferences","identificationVerificationStatus","identificationRemarks","taxonID","scientificNameID","acceptedNameUsageID","parentNameUsageID","originalNameUsageID","nameAccordingToID","namePublishedInID","taxonConceptID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","higherClassification","kingdom","phylum","class","order","family","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","verbatimTaxonRank","vernacularName","nomenclaturalCode","taxonomicStatus","nomenclaturalStatus","taxonRemarks","datasetKey","publishingCountry","lastInterpreted","elevation","elevationAccuracy","depth","depthAccuracy","distanceAboveSurface","distanceAboveSurfaceAccuracy","issue","mediaType","hasCoordinate","hasGeospatialIssues","taxonKey","acceptedTaxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","subgenusKey","speciesKey","species","genericName","acceptedScientificName","verbatimScientificName","typifiedName","protocol","lastParsed","lastCrawled","repatriated","relativeOrganismQuantity","recordedByID","identifiedByID"
"986",1699081728,NA,"http://vertnet.org/resources/norms.html",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pbdb:occ:1196907",NA,NA,NA,NA,NA,NA,NA,NA,"en","CC_BY_NC_4_0",NA,NA,"2017-10-30T00:00:00Z",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"Text",NA,"","154804","","PBDB","154804","Peace River 3A","","FOSSIL_SPECIMEN","",NA,"{""geogscale"":""small collection"" }","pbdb:occ:1196907","","","Hulbert et al. | A. Kerner et al.",NA,NA,NA,"","","",NA,"","present","","","R. C. Hulbert, Jr., G. S. Morgan, and A. Kerner. 2009. Collared peccary (Mammalia, Artiodactyla, Tayassuidae, Pecari) from the late Pleistocene of Florida.  In L. B. Albright (ed.), Papers on Geology, Vertebrate Paleontology, and Biostratigraphy in Honor of Michael O. Woodburne",NA,NA,"","site is usually 2 to 4 m below surface of river and was excavated by divers using SCUBA equipment","",NA,NA,NA,NA,"Trichechus manatus",NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,"2000-2007","","taxonomic; selective quarrying,field collection","",NA,NA,"","","",NA,"| US | Florida | De Soto |  |  |  |","NORTH_AMERICA","","","","US","Florida","DeSoto",NA,"Nocatee Quadrangle, T.38S., R.24E., NW1/4 of SE1/4 of Section 15; about 1 mile northwest of Nocatee; Note that in Hulbert et al. (2009) the locality is mistakenly stated to be in section 21, and its name is incorrectly given as Peace River 5A","US | Florida | De Soto",NA,NA,NA,NA,"","",27.17,-81.900002,NA,0.01,NA,"",NA,"",NA,NA,"","","","","requires verification","unpublished field data",NA,NA,NA,"","","","","","","Late Pleistocene",NA,"Rancholabrean","Rancholabrean","stratigraphic comments:Quaternary alluvium unconformably overlying the Peace River Formation | lithostratigraphic description:a 1.4-m-thick, 7-m-wide sequence of alternating layers of gravel and sand unconformably resting on the Peace River Formation | li","","",NA,NA,NA,"","","","",NA,"","","53129","",NA,NA,NA,NA,NA,53129,"Trichechus manatus Linnaeus, 1758",NA,NA,NA,"",NA,2009,"Chordata | Mammalia | Sirenia | Trichechidae | Trichechus","Animalia","Chordata","Mammalia","Sirenia","Trichechidae","Trichechus",NA,"manatus","","SPECIES","species","","ICZN","ACCEPTED",NA,"","bb5b30b4-827e-4d5e-a86a-825d65cb6583","US","2020-06-08T18:13:36.892Z",NA,NA,NA,NA,NA,NA,"","","true","false",2435296,2435296,1,44,359,802,9463,2435291,NA,2435296,"Trichechus manatus","Trichechus","Trichechus manatus Linnaeus, 1758","Trichechus manatus Linnaeus 1758",NA,"DWC_ARCHIVE","2020-06-08T18:13:36.892Z","2020-06-02T11:20:25.898Z","false",NA,"",""
