"","gbifID","abstract","accessRights","accrualMethod","accrualPeriodicity","accrualPolicy","alternative","audience","available","bibliographicCitation","conformsTo","contributor","coverage","created","creator","date","dateAccepted","dateCopyrighted","dateSubmitted","description","educationLevel","extent","format","hasFormat","hasPart","hasVersion","identifier","instructionalMethod","isFormatOf","isPartOf","isReferencedBy","isReplacedBy","isRequiredBy","isVersionOf","issued","language","license","mediator","medium","modified","provenance","publisher","references","relation","replaces","requires","rights","rightsHolder","source","spatial","subject","tableOfContents","temporal","title","type","valid","institutionID","collectionID","datasetID","institutionCode","collectionCode","datasetName","ownerInstitutionCode","basisOfRecord","informationWithheld","dataGeneralizations","dynamicProperties","occurrenceID","catalogNumber","recordNumber","recordedBy","individualCount","organismQuantity","organismQuantityType","sex","lifeStage","reproductiveCondition","behavior","establishmentMeans","occurrenceStatus","preparations","disposition","associatedReferences","associatedSequences","associatedTaxa","otherCatalogNumbers","occurrenceRemarks","organismID","organismName","organismScope","associatedOccurrences","associatedOrganisms","previousIdentifications","organismRemarks","materialSampleID","eventID","parentEventID","fieldNumber","eventDate","eventTime","startDayOfYear","endDayOfYear","year","month","day","verbatimEventDate","habitat","samplingProtocol","samplingEffort","sampleSizeValue","sampleSizeUnit","fieldNotes","eventRemarks","locationID","higherGeographyID","higherGeography","continent","waterBody","islandGroup","island","countryCode","stateProvince","county","municipality","locality","verbatimLocality","verbatimElevation","verbatimDepth","minimumDistanceAboveSurfaceInMeters","maximumDistanceAboveSurfaceInMeters","locationAccordingTo","locationRemarks","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","coordinatePrecision","pointRadiusSpatialFit","verbatimCoordinateSystem","verbatimSRS","footprintWKT","footprintSRS","footprintSpatialFit","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceSources","georeferenceVerificationStatus","georeferenceRemarks","geologicalContextID","earliestEonOrLowestEonothem","latestEonOrHighestEonothem","earliestEraOrLowestErathem","latestEraOrHighestErathem","earliestPeriodOrLowestSystem","latestPeriodOrHighestSystem","earliestEpochOrLowestSeries","latestEpochOrHighestSeries","earliestAgeOrLowestStage","latestAgeOrHighestStage","lowestBiostratigraphicZone","highestBiostratigraphicZone","lithostratigraphicTerms","group","formation","member","bed","identificationID","identificationQualifier","typeStatus","identifiedBy","dateIdentified","identificationReferences","identificationVerificationStatus","identificationRemarks","taxonID","scientificNameID","acceptedNameUsageID","parentNameUsageID","originalNameUsageID","nameAccordingToID","namePublishedInID","taxonConceptID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","higherClassification","kingdom","phylum","class","order","family","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","verbatimTaxonRank","vernacularName","nomenclaturalCode","taxonomicStatus","nomenclaturalStatus","taxonRemarks","datasetKey","publishingCountry","lastInterpreted","elevation","elevationAccuracy","depth","depthAccuracy","distanceAboveSurface","distanceAboveSurfaceAccuracy","issue","mediaType","hasCoordinate","hasGeospatialIssues","taxonKey","acceptedTaxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","subgenusKey","speciesKey","species","genericName","acceptedScientificName","verbatimScientificName","typifiedName","protocol","lastParsed","lastCrawled","repatriated","relativeOrganismQuantity","recordedByID","identifiedByID"
"1252",1303363379,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"907f4c60-70b3-11e6-ad98-992d07ba385b",NA,NA,NA,NA,NA,NA,NA,NA,"","CC0_1_0",NA,NA,"2014-05-08T13:27:41Z",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,"","","USGS_PWRC_SeabirdsCompendium","BOEM, USFWS, NOAA, NAVY","","USGS Patuxent Wildlife Research Center Seabirds Database","USGS-FWS","HUMAN_OBSERVATION","",NA,"","907f4c60-70b3-11e6-ad98-992d07ba385b","683307","","mdk",1,NA,NA,"","","",NA,"","P","","","",NA,NA,"","Crew2941","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,"","","original transect","300 survey width in meters",NA,NA,"","","",NA,"","","","","","US","","",NA,"","",NA,NA,NA,NA,"","",28.6828,-80.4999,1000,NA,NA,"",NA,"POINT(-80.4999 28.6828)",NA,NA,"USGS","","Shipboard mounted GPS","","","",NA,NA,NA,"","","","","","","",NA,"","","","","",NA,NA,NA,"","","mdk","2010-08-03T00:00:00",NA,"","","","159509",NA,NA,NA,NA,NA,NA,"Trichechus manatus Linnaeus, 1758",NA,NA,NA,"",NA,NA,"","Animalia","Chordata","Mammalia","Sirenia","Trichechidae","Trichechus",NA,"manatus","","SPECIES","","West Indian Manatee","","ACCEPTED",NA,"","a56671b7-f619-4f49-9250-dfa7c0b298dc","US","2020-06-08T18:37:34.982Z",0,0,NA,NA,NA,NA,"GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID","","true","false",2435296,2435296,1,44,359,802,9463,2435291,NA,2435296,"Trichechus manatus","Trichechus","Trichechus manatus Linnaeus, 1758","Trichechus manatus",NA,"DWC_ARCHIVE","2020-06-08T18:37:34.982Z","2020-06-03T00:59:52.790Z","false",NA,"",""
"1253",1303210650,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"108505c8-7076-11e6-ad98-992d07ba385b",NA,NA,NA,NA,NA,NA,NA,NA,"","CC0_1_0",NA,NA,"2014-05-08T13:27:41Z",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,"","","USGS_PWRC_SeabirdsCompendium","BOEM, USFWS, NOAA, NAVY","","USGS Patuxent Wildlife Research Center Seabirds Database","USGS-FWS","HUMAN_OBSERVATION","",NA,"","108505c8-7076-11e6-ad98-992d07ba385b","683035","","djf",2,NA,NA,"","","",NA,"","P","","","",NA,NA,"","Crew2941","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,"","","original transect","300 survey width in meters",NA,NA,"","","",NA,"","","","","","US","","",NA,"","",NA,NA,NA,NA,"","",25.0828,-80.993,1000,NA,NA,"",NA,"POINT(-80.993 25.0828)",NA,NA,"USGS","","Shipboard mounted GPS","","","",NA,NA,NA,"","","","","","","",NA,"","","","","",NA,NA,NA,"","","djf","2010-08-07T00:00:00",NA,"","","","159509",NA,NA,NA,NA,NA,NA,"Trichechus manatus Linnaeus, 1758",NA,NA,NA,"",NA,NA,"","Animalia","Chordata","Mammalia","Sirenia","Trichechidae","Trichechus",NA,"manatus","","SPECIES","","West Indian Manatee","","ACCEPTED",NA,"","a56671b7-f619-4f49-9250-dfa7c0b298dc","US","2020-06-08T18:37:34.709Z",0,0,NA,NA,NA,NA,"GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID","","true","false",2435296,2435296,1,44,359,802,9463,2435291,NA,2435296,"Trichechus manatus","Trichechus","Trichechus manatus Linnaeus, 1758","Trichechus manatus",NA,"DWC_ARCHIVE","2020-06-08T18:37:34.709Z","2020-06-03T00:59:52.790Z","false",NA,"",""
