gbifID	type	format	identifier	references	title	description	source	audience	created	creator	contributor	publisher	license	rightsHolder
2557807635	StillImage	image/jpeg	https://static.inaturalist.org/photos/59676977/original.jpeg?1579114945	https://www.inaturalist.org/photos/59676977					2020-01-14T05:44:36Z	John Sullivan		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	John Sullivan
2557807635	StillImage	image/jpeg	https://static.inaturalist.org/photos/59676996/original.jpeg?1579114964	https://www.inaturalist.org/photos/59676996					2020-01-14T05:43:55Z	John Sullivan		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	John Sullivan
2529291623	StillImage	image/jpeg	https://static.inaturalist.org/photos/58040883/original.jpeg?1576468289	https://www.inaturalist.org/photos/58040883					2015-02-23T08:17:01Z	David Hochadel		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	David Hochadel
2529291623	StillImage	image/jpeg	https://static.inaturalist.org/photos/58040979/original.jpeg?1576468396	https://www.inaturalist.org/photos/58040979					2015-02-23T08:17:07Z	David Hochadel		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	David Hochadel
2465303262	StillImage	image/jpeg	https://static.inaturalist.org/photos/57130785/original.jpg?1574959358	https://www.inaturalist.org/photos/57130785					2019-11-28T02:00:58Z	snakesareprettycool		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	snakesareprettycool
2465303262	StillImage	image/jpeg	https://static.inaturalist.org/photos/57130791/original.jpg?1574959366	https://www.inaturalist.org/photos/57130791					2019-11-28T02:00:58Z	snakesareprettycool		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	snakesareprettycool
2465134470	StillImage	image/jpeg	https://static.inaturalist.org/photos/57130586/original.jpg?1574959059	https://www.inaturalist.org/photos/57130586					2019-11-28T00:49:24Z	snakesareprettycool		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	snakesareprettycool
2465134470	StillImage	image/jpeg	https://static.inaturalist.org/photos/57130596/original.jpg?1574959068	https://www.inaturalist.org/photos/57130596					2019-11-28T00:49:24Z	snakesareprettycool		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	snakesareprettycool
2456562106	StillImage	image/jpeg	https://static.inaturalist.org/photos/56127299/original.jpg?1573509373	https://www.inaturalist.org/photos/56127299					2019-11-11T03:04:09Z	snakesareprettycool		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	snakesareprettycool
2451736472	StillImage	image/jpeg	https://static.inaturalist.org/photos/55735485/original.jpg?1573004112	https://www.inaturalist.org/photos/55735485					2019-11-05T23:21:16Z	Wayne Fidler		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Wayne Fidler
