"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19"
"1",-3.78452671922012,-1.37934046795857,0.612711361934906,-0.210038188551451,-0.472512627610489,0.400000757953256,0.275645259647964,-0.333232567122346,0.322643149024,0.150824620237341,-0.156268628785444,-0.160117063154332,0.0344946444352954,0.00406385544187388,-0.0575774182005542,0.0105722932904755,0.00715596602709738,-0.00142574319594455,-1.5057599391711e-16
"2",-2.7380096203845,1.7080556222087,-0.691935608141764,1.6344168083209,-0.252917773744532,-0.0464002821726111,-0.161093850919514,-0.35886334742303,-0.216820765241066,0.107089034338047,0.105094114654907,0.0335629179120872,0.0995580209692218,-0.0419267037232343,0.0158074952501622,-0.0265494387203008,-1.99296924438194e-06,0.0108420339804002,-4.7165538487635e-16
"3",-2.14898354527684,2.69456503793077,2.36805916708713,0.193180998884545,-0.323015170316076,-1.30503951882394,0.226792248080173,0.0350321665265071,0.104356709635822,-0.149494840184574,-0.0905023810608713,0.0748680342583914,-0.0871251954143742,0.0821369246300312,0.0221009318303885,-0.0200344226578618,0.00962184726800297,-0.00180291003911424,-1.45122840107562e-15
"4",-4.29145632230949,0.828791030057896,1.72396907441043,0.219894715454582,0.355365572557628,1.13786853647268,0.784806822976751,0.30546779139313,0.073728949922733,-0.0382505018337483,0.0391024384362354,0.112868896464303,-0.00216354562943544,-0.0262437509702555,0.0374925145407096,0.064185480278284,0.00231688550634913,-0.00257066340110665,-5.76491994951583e-16
"5",-3.19226353631772,1.42957832492601,-0.345592619094319,1.811973010464,-0.353821880707367,-0.0800910262444837,-0.11000194533225,-0.252387348614387,-0.269787575346034,0.100042752982551,0.00650701796111017,-0.0487526862818674,-0.00113698857590627,-0.0563960683935446,0.0513872298173671,-0.0256020578162797,-0.010064130680095,-0.0086301989940635,-1.71863044686891e-16
"6",-1.90329830742128,3.19326380751429,-0.613559067690394,0.063565463531232,-1.07192470222963,-0.800380809080293,-0.0641217495439389,0.253887657419491,0.0767209854545349,0.137571507678114,0.0155266996727913,-0.0430686820381703,0.00500038965981542,-0.0393427212899515,-0.0497389135734266,0.0184318368784712,0.00446235099380633,0.00523024846161391,-5.26839460288318e-16
"7",-2.37501962049286,2.37936793492816,-0.0511197068101567,0.578022232674825,-0.488144637746207,-0.964102787500463,0.159432884530405,0.189223524371681,0.0366078582348357,-0.00716944644071427,0.0499771872795453,0.00499428630530802,-0.0966633069816422,0.0176061653205116,-0.0333875254960289,0.014689891619421,-0.011215893799792,-0.00145822997559249,-6.36781419642518e-16
"8",-5.64305621139774,-0.10725825563909,2.44791758314532,0.474971743736559,0.830835849577497,1.28052878379834,0.549891827219854,-0.0414235942430907,-0.33848307277124,-0.0585144645579612,0.0854212667526999,-0.113394635648246,0.00324874091619853,0.0372796860965383,-0.0354603632506647,-0.0360879857004529,0.00154148956312722,0.00229872734678631,-7.16828933476224e-16
"9",-1.53521284646963,0.701555597414979,-1.14851575392105,0.0669268537167921,-0.166786711410531,0.917905209355593,-0.696393640538055,0.147380699839932,-0.224342927801663,-0.0588145741226852,-0.237097019885702,0.201476642191367,0.108992676532099,-0.012177106680731,-0.0517129078561018,0.0188588713778494,0.00138980317898124,-0.0068601213040248,-5.16725971551777e-16
"10",5.9776878377787,-0.89478164800023,-0.568898745355673,0.793428568544346,0.706698428584763,-0.023554352068486,-0.0536088871890693,-0.169565816279459,-0.465277313615859,0.10443802990986,0.076182651336086,0.0446632048206872,-0.164938315638406,0.0271602848789158,-0.0156913633570229,0.00814783802456464,0.0127229034744445,-0.00348495296035815,-9.73977650434775e-16
"11",3.97054782054385,-0.54503138415869,-1.03285542099457,1.38972739792055,-1.1574596185861,0.85663045438411,-0.114957101608583,-0.224830217522178,0.314860735695709,-0.0954079087639721,-0.0042581418638123,-0.180455101770714,-0.0298412022695797,0.0227483603784601,0.0251636820671304,0.0513696130478755,0.00567419901234209,0.0025751518660966,-3.20721984979062e-16
"12",4.06329890753742,-3.13455734945216,2.4043354042725,2.53786109710191,-0.195531566149882,-0.205357989908683,-0.348514605659012,0.81849472663,0.21388534731003,0.0182872675493391,0.138970014568301,0.00091154715346646,0.0546911645866728,-0.0349938056470164,-0.00655318097323588,-0.0112297497866961,-0.000843630151748927,-0.00186940914854651,8.57690592222971e-17
"13",0.731418990089359,-2.29444010679167,0.627154181361873,-1.23066658160435,0.0358624836609604,-1.1722649845085,0.606731260908416,0.0244941885553487,-0.324556576363744,-0.161192229922191,-0.132691209559566,-0.0521770260801996,0.134995925982595,-0.0499412419965543,0.0351838698886986,0.0254647836336499,-0.00345335111610001,0.00318009885731863,-7.05334356403485e-16
"14",1.0067555389811,-1.54732793585558,-2.70882175686,-0.87500897866414,-1.31515558543251,-0.00451223810104762,0.825271521617041,0.346775626508007,-0.300102512371223,-0.130180194281831,0.0164178292608642,-0.00775748571329207,-0.0255930019952109,0.0205299025807883,-0.0229611042726497,-0.0119132840944853,0.00117923620686607,-0.000948083981280691,-6.96814888543573e-16
"15",6.00898200320652,0.0587602961117051,-0.603364515947666,0.705617111057271,0.0630166928643322,0.0589827957399927,0.587278333669403,-0.0957526030863988,-0.141804080838537,0.0680907570470429,-0.192903143812643,-0.0450985377389654,-0.034796211087719,-0.0630091187589756,0.00152927833192576,-0.0437539118826568,-0.00177186382195042,-0.00483458013559994,-7.15788758685354e-16
"16",6.16017846537565,0.87784761704131,-0.0227813566753739,0.310796593993371,0.267944436443029,0.197266541939704,0.52869578635416,-0.224132850483473,0.059599925756771,0.150596359237292,0.016910542574556,0.19246748432196,0.0371934720393194,0.0276987605001193,-0.00847137150955946,0.0450040561235985,-0.00174569101544923,0.00854682147968473,-1.01359785279045e-15
"17",4.21956150346747,-0.319604448716289,1.37505977925585,0.557450871727535,0.735696136917425,-0.368538048832379,0.0869611338272196,-0.237792403863903,0.308096208939263,-0.0755355935459801,-0.164123421486637,0.00602059906599914,0.0797523235646815,0.0543962288406765,-0.0143532349652003,-0.043625064431665,-0.00641443568418353,0.00288077417535882,-9.19733243999364e-16
"18",3.23698598958685,1.47326425205839,0.770762462785372,-1.36233970773004,0.597435267413803,0.0393135282952089,-0.465775588814102,0.138546734820646,-0.14723828257323,0.0110064678665313,0.0682109960794501,-0.115501015706321,0.0300890941754295,0.030904750983037,-0.0696652275526756,0.00741590992697615,-0.0111268270047449,-0.0021320902187068,-5.00673893642289e-16
"19",3.87944152641414,2.11622567508879,1.61355394313858,-1.81122350490796,-0.356263519781608,0.391812242453383,-0.236940648832486,-0.0887119928513261,0.00984268119207706,0.0476862848319464,0.052229295148804,-0.000314387601293653,0.0584081060350854,-0.0125376258747289,0.0346343492446433,0.0100373969089308,-0.00836927464401802,-0.00144588905528109,-6.24598392342163e-16
"20",3.54629512965347,2.07290692287578,1.20150675734045,-1.65540839709461,-0.264369890198163,0.503234688922645,-0.32678210772075,-0.0757489496463225,-0.085767694822286,-0.0407479443402378,0.113538519156337,-0.0724334532382504,-0.0376475071552616,0.00448266229837815,0.0395043518016551,-8.47398755554132e-05,0.00275010111504707,-0.00233264997827719,-7.06534351337993e-16
"21",-1.19257476510115,-1.36806631081391,0.870255137723839,0.00582357079545126,-1.07214357072645,0.514636968361818,-0.926493497165926,-0.0913876271986241,-0.15459472340359,-0.256376568445175,-0.124917662665806,0.0546795391187475,-0.0683407311218281,0.0102412640989706,0.0174689347732422,-0.019149640328493,0.00106751340118694,0.00673883656384628,-7.29188902444387e-16
"22",-2.66510558255853,-4.21093238593586,1.00260215183409,-0.666431574010665,-0.566556401343851,-0.734335380031254,-0.111365321331871,-0.690867953461628,0.0829193763345637,-0.0133646499662133,0.22677200695387,0.103181904765356,-0.02466229123067,-0.0199606026537329,-0.0284495551806069,0.0253578239937056,-0.00676445851840576,-0.00598902474333331,-2.49438184566806e-16
"23",-0.921481828928545,-0.443296039042222,1.1310002049255,-1.48830951632227,0.689494915638764,-0.286991466286173,-0.249609381047684,0.0197449712443748,0.230332340198244,0.117517171749825,-0.10571959529297,0.0303937450784411,-0.0921213739408205,-0.127611815478539,-0.00144132064864688,-0.0150846327662005,0.0146813219168715,0.00129641322386055,-5.61039392199261e-16
"24",0.208083504889697,1.22623026704489,-2.59304095593498,-0.428026944408581,0.877043815501293,0.477087008519804,0.18674069388888,0.0275450250302935,0.456697091396351,-0.296282388052889,0.132278678862216,0.0122182171424991,-0.0633940730349118,-0.0822981854240731,-0.0132286779379161,-0.0274581216904094,-0.00662596044518365,0.00102101137140592,-4.16236968226985e-16
"25",-1.65195707136586,-0.631742316450825,-1.2168280937994,-0.932771443767066,0.163343855595754,0.0258170974195597,-0.143877467208225,0.235472606321457,0.125255674734979,0.20090752235612,-0.0780891665015052,-0.0850060728664095,0.0124893621950448,0.0492702797147272,0.0542350262418057,0.00528580687589766,-0.00281464396719712,-0.00360521545584005,-1.14539845645315e-16
"26",-1.6934937689288,-1.00119701226849,-1.16635977389424,-0.85756673052517,-0.238740531220465,0.0296482794088198,-0.0663530193118437,0.208841786730543,0.151205730511321,0.154711791682135,0.0803713505579131,0.0607044039998246,0.0714073897321907,0.0552689723946611,0.0263797018513546,-0.0344405484672028,0.00507437027233873,-0.00342932667389078,-2.41393128145635e-16
